Age,RemoteWork,YearsCode,Knowledge_1,JobSatPoints_1,AISelect,JobSat,JobSatPoints_6,JobSatPoints_8
30,1,16,2,0,1,8,30,20
30,2,13,1,25,1,7,25,5
40,1,16,2,50,1,7,10,10
40,1,22,2,10,0,7,20,10
30,2,10,1,20,1,7,10,30
50,1,42,2,55,0,6,10,10
30,1,17,1,0,1,7,7,33
30,1,8,-1,0,1,9,20,25
30,2,8,1,0,1,7,0,0
40,1,21,1,0,1,8,10,0
40,1,20,1,0,1,8,30,10
40,3,34,1,100,0,8,50,20
20,2,6,2,60,1,9,0,0
40,1,17,1,40,1,5,80,100
40,2,22,1,20,0,6,10,30
40,2,26,2,10,0,7,50,10
40,2,20,2,50,0,8,10,5
40,2,21,0,80,1,8,70,80
40,2,30,2,0,1,9,0,0
30,1,10,2,50,0,9,90,50
40,1,24,-2,0,1,7,0,20
30,2,12,2,0,1,7,0,0
40,1,20,2,25,1,7,30,0
40,1,18,1,5,0,6,15,5
30,1,16,2,0,1,6,20,0
30,1,24,2,15,1,10,15,15
40,3,9,1,10,1,7,40,10
40,1,23,1,30,1,7,20,0
40,2,17,1,0,1,8,20,30
30,2,6,1,90,1,6,90,90
50,2,30,2,0,1,7,0,0
40,2,18,1,0,1,8,50,25
50,1,35,0,0,0,8,0,0
30,3,8,2,30,1,8,25,5
50,2,31,2,20,1,8,20,60
20,2,10,2,7,1,8,20,20
40,2,27,1,0,0,7,0,0
30,1,13,2,20,1,7,25,0
40,1,28,1,70,1,9,100,30
50,2,20,2,10,1,10,80,0
30,2,16,2,0,1,7,0,0
30,2,15,2,20,0,9,20,10
50,1,25,2,0,1,6,0,0
30,1,18,-1,10,1,0,10,0
30,2,18,1,15,1,7,10,20
30,2,10,2,0,1,6,20,60
40,1,20,1,10,1,1,60,0
40,2,23,2,0,1,6,0,0
40,1,24,1,15,1,9,40,20
50,1,35,1,30,1,2,20,10
30,1,13,2,0,0,7,0,60
40,1,20,1,20,0,7,20,0
30,3,7,1,0,1,6,40,12
30,2,18,1,0,0,7,20,20
40,1,19,2,10,1,7,20,20
30,2,12,1,7,1,7,65,8
50,3,31,2,0,1,8,0,30
50,1,35,1,0,1,8,15,10
30,1,12,2,0,1,7,0,0
40,2,27,2,0,0,7,20,20
30,2,16,1,60,1,9,0,35
40,2,20,1,20,0,10,0,40
30,2,9,2,20,1,8,30,5
30,2,15,1,0,1,8,0,0
30,1,15,1,5,1,7,20,10
50,1,36,1,10,0,8,20,10
30,2,10,2,0,1,8,0,0
30,2,16,1,10,1,8,20,5
30,1,6,1,80,1,8,100,0
30,1,11,2,3,1,4,25,17
20,2,12,1,20,1,5,0,10
50,1,39,1,10,1,9,10,30
30,2,5,0,20,1,10,0,0
40,3,23,2,20,0,8,10,40
40,2,16,1,0,0,4,0,0
40,2,13,1,25,1,5,25,0
50,2,45,1,5,0,9,20,10
40,2,15,2,70,0,7,0,0
50,2,30,1,0,1,6,0,0
30,2,13,1,20,0,8,50,30
50,1,30,2,0,1,1,0,0
30,1,11,1,0,1,7,0,0
40,2,21,2,40,1,8,25,0
40,1,12,1,35,0,7,20,10
40,1,26,1,30,0,8,15,10
20,1,12,1,0,0,8,30,10
40,3,32,-1,0,1,7,0,30
40,2,18,1,15,0,6,20,15
30,1,14,1,15,1,8,0,20
40,1,20,2,55,1,9,5,20
30,2,19,1,25,0,8,10,10
30,2,10,1,10,0,10,20,20
30,1,14,2,0,1,8,0,0
30,2,17,2,20,1,9,20,30
40,1,7,1,0,1,4,70,90
60,2,40,1,50,1,6,0,30
40,2,26,0,20,0,6,50,0
40,1,15,1,0,1,7,0,0
30,1,16,1,15,1,5,20,15
50,1,26,1,0,1,9,60,0
40,2,32,2,50,1,10,10,10
40,1,10,1,0,1,7,0,0
40,1,24,2,15,1,8,15,15
40,2,35,1,0,0,5,100,0
40,2,25,2,10,1,9,20,15
40,2,20,2,0,0,10,0,50
30,1,9,2,10,1,8,20,25
30,3,17,2,0,0,9,0,0
50,2,19,1,0,0,3,25,25
30,1,12,1,10,0,7,30,20
40,2,8,2,0,1,6,0,0
30,2,14,2,20,0,8,20,20
20,2,8,1,12,1,7,10,10
30,2,10,2,15,0,6,10,35
30,2,12,2,15,1,8,5,20
30,3,16,2,0,1,10,0,0
30,1,13,1,0,0,6,0,0
50,2,38,2,0,0,6,10,10
60,3,40,2,5,1,9,10,20
20,3,6,1,0,1,7,0,0
40,1,12,0,10,0,7,13,5
30,3,6,1,25,1,0,15,30
30,2,11,2,0,0,7,0,0
30,2,13,2,20,0,8,20,20
30,2,15,-1,20,1,7,30,0
50,2,40,2,20,1,8,40,0
40,1,16,1,10,0,8,15,10
50,2,25,2,4,0,7,5,30
30,1,17,1,30,0,8,10,20
30,1,16,2,25,0,9,10,20
40,3,18,2,20,1,8,10,30
60,2,36,0,0,0,6,0,0
30,3,10,1,15,0,6,20,0
30,2,16,2,70,1,8,70,50
40,3,25,2,30,0,7,30,0
60,2,46,2,40,0,7,15,30
30,2,11,2,10,1,8,10,10
30,2,10,2,0,0,9,0,0
40,2,12,1,80,0,8,60,80
30,2,10,1,0,1,7,0,0
50,1,20,1,0,1,10,0,0
30,3,0.5,2,90,1,5,90,90
50,1,30,1,5,1,8,15,20
30,1,17,1,90,0,7,90,0
30,2,7,1,0,1,7,0,0
30,2,13,1,0,0,7,0,0
50,2,26,1,10,1,9,0,20
30,2,19,2,0,0,3,0,0
30,2,10,1,5,0,6,25,0
60,1,23,1,30,1,2,10,10
30,1,8,1,0,0,7,0,0
30,2,8,1,0,1,6,0,0
18,1,6,0,10,0,10,20,20
30,2,12,2,20,1,6,15,5
40,2,11,1,10,0,9,0,35
50,1,45,2,0,1,7,5,0
30,1,12,0,0,1,9,0,0
40,1,26,-1,20,1,8,20,20
40,2,20,2,10,1,10,20,20
40,2,18,1,0,0,6,0,0
40,2,20,-2,0,1,0,0,0
40,2,23,1,30,1,6,20,20
50,2,34,2,10,0,6,25,25
40,1,21,2,50,1,6,0,15
50,3,15,1,10,1,6,30,0
30,1,9,-1,0,1,8,80,50
50,3,30,2,50,1,10,10,20
50,1,42,1,15,0,9,25,20
30,2,9,2,20,1,3,10,30
40,2,10,1,0,1,8,1,1
50,1,38,0,10,1,7,10,10
40,1,33,2,0,1,8,0,0
30,2,20,2,40,1,7,20,10
40,2,14,2,20,1,3,10,20
30,1,10,1,0,1,8,0,0
40,2,25,2,20,1,8,5,35
50,2,35,2,10,1,6,20,20
30,2,13,1,0,0,4,0,0
30,1,7,1,20,1,3,15,20
40,1,13,2,50,1,8,50,0
40,1,18,1,0,1,5,0,0
30,2,10,1,0,0,7,0,0
30,1,17,2,15,1,8,40,0
30,1,8,2,0,1,9,0,0
30,3,15,-2,0,0,7,10,0
40,2,35,-2,100,0,5,50,75
30,1,10,1,25,0,3,15,10
40,1,32,2,20,1,6,10,30
30,2,12,2,60,1,7,20,0
30,1,10,2,10,0,10,10,5
30,2,10,1,0,1,9,30,0
30,2,14,1,35,1,8,25,30
50,1,18,-1,30,1,6,30,0
40,1,25,2,10,1,8,20,10
30,1,19,1,15,1,7,5,30
30,1,11,1,10,1,7,30,10
40,2,20,2,50,1,8,20,0
40,1,27,2,30,1,9,0,30
50,1,7,1,0,1,8,100,0
30,1,5,2,20,1,6,20,20
50,1,25,1,20,1,4,50,0
30,2,24,1,0,0,1,40,20
40,2,28,2,30,1,4,5,10
50,2,36,1,90,1,10,0,0
40,1,14,1,20,1,4,20,50
50,1,40,2,20,1,6,0,30
30,1,12,0,80,1,9,80,90
40,3,12,1,25,0,8,50,0
40,1,25,0,0,0,7,20,40
30,2,14,1,5,1,9,30,15
50,1,35,1,10,0,9,15,15
50,1,30,1,20,1,8,10,20
30,2,14,1,5,0,10,25,40
50,1,15,1,0,0,8,0,0
30,2,10,-1,0,0,5,0,0
40,1,16,2,30,1,7,0,30
30,1,12,-1,0,1,9,40,20
30,3,16,1,0,1,7,60,0
20,2,6,1,70,1,10,70,70
30,2,10,1,15,1,8,25,20
40,2,22,1,5,1,3,20,25
65,2,44,1,20,1,10,30,20
30,1,11,1,20,0,5,20,10
30,3,17,-2,0,1,8,0,0
30,3,14,1,80,1,9,75,75
30,2,14,2,80,1,7,0,10
40,1,22,1,20,1,6,20,20
40,1,18,1,8,0,6,18,14
30,2,10,2,60,1,8,80,80
40,2,16,2,5,1,8,50,5
30,2,6,0,5,1,3,25,10
60,1,40,1,10,1,9,40,20
30,1,11,2,20,0,9,20,20
40,2,8,1,0,1,0,40,0
40,2,20,2,50,1,9,20,10
30,2,17,2,0,0,7,0,0
40,2,9,1,10,0,3,80,10
50,2,17,0,20,0,5,20,10
40,2,22,2,90,0,8,50,90
30,1,12,1,0,0,7,0,0
30,3,3,1,10,0,7,10,10
30,3,13,2,20,1,10,30,10
30,2,12,-2,0,1,8,40,0
30,3,15,-2,0,0,6,0,0
40,1,20,-1,0,1,10,0,0
60,1,42,2,10,1,9,0,0
30,2,20,2,20,0,7,20,20
30,1,12,-1,10,1,6,30,15
40,2,20,1,20,0,10,0,20
30,2,9,0,10,1,7,10,20
50,1,27,1,10,1,6,10,0
40,1,25,1,25,1,7,30,10
30,3,9,2,0,0,8,0,0
40,2,14,2,0,0,6,15,30
40,2,10,0,0,1,4,20,20
40,1,25,-1,50,1,10,10,20
40,2,14,2,20,0,10,20,35
30,2,12,1,5,1,6,25,0
40,1,34,1,25,1,7,25,10
20,3,4,-1,0,0,8,0,0
30,2,8,1,40,0,8,80,50
30,1,12,2,30,1,8,30,0
40,1,24,2,10,1,8,10,25
50,1,15,1,0,0,7,20,0
40,1,36,1,40,0,2,40,0
30,1,10,1,10,1,8,35,10
30,1,12,2,20,0,9,20,30
40,2,18,1,15,0,7,20,35
50,1,27,0,0,1,7,50,10
50,1,31,2,0,0,6,0,0
30,1,11,1,0,0,3,0,0
30,3,13,2,10,1,2,15,0
40,2,6,1,60,0,8,65,40
50,1,25,1,0,1,6,20,10
40,2,16,1,10,1,9,25,5
50,1,37,1,25,0,5,25,25
20,2,6,0,0,0,10,25,0
50,2,30,2,10,0,8,30,20
30,2,13,0,0,1,4,15,20
30,2,16,2,0,1,6,50,0
40,2,15,0,3,0,6,30,6
50,1,26,-1,25,1,8,33,33
30,2,12,1,20,1,7,15,50
40,1,18,2,30,0,5,20,30
40,2,20,2,30,1,10,20,20
60,2,47,2,0,0,8,10,0
40,1,14,0,20,1,4,80,0
30,2,13,2,30,1,8,0,10
30,2,16,1,30,1,8,10,20
30,2,14,2,70,0,7,90,80
30,2,19,2,0,1,10,0,0
30,3,17,2,10,0,5,5,30
30,1,10,1,50,0,7,50,0
30,1,6,-2,0,0,3,0,5
40,1,15,1,25,1,7,25,40
20,1,7,-1,0,1,10,0,0
30,1,10,1,0,1,7,0,80
30,3,16,2,15,1,6,0,40
30,1,12,2,40,0,7,30,0
30,1,16,1,0,1,8,10,10
30,2,17,0,10,0,7,30,30
40,3,16,1,8,0,6,8,6
60,1,25,2,10,0,10,10,0
60,1,25,1,7,1,6,25,25
60,1,42,2,0,0,4,50,0
30,2,14,2,40,1,10,15,18
30,1,12,2,40,0,6,0,80
40,1,20,1,0,1,8,40,0
40,2,28,2,15,0,7,15,10
40,2,24,2,60,1,8,20,0
20,2,17,1,40,0,8,0,0
30,2,9,2,0,0,7,0,0
30,1,9,1,20,1,4,0,30
60,1,48,1,20,0,10,10,20
50,1,33,2,0,1,9,0,0
40,2,16,-1,0,0,8,30,10
40,1,16,1,10,1,6,8,10
40,1,18,2,20,0,8,20,25
40,2,20,1,0,1,8,10,40
40,3,19,1,50,1,7,100,30
30,1,12,2,20,1,8,20,0
40,2,7,2,30,1,6,20,0
50,1,35,2,90,0,4,70,90
20,2,10,1,20,1,6,10,10
40,2,9,2,20,0,4,30,15
40,1,25,1,0,0,8,0,0
40,2,20,1,10,0,8,15,15
40,2,18,1,2,0,7,2,3
30,1,9,1,5,0,9,30,20
40,1,30,1,0,1,8,100,50
50,1,40,1,0,0,7,0,0
30,2,17,2,25,1,10,15,0
30,1,17,2,20,1,2,20,20
40,2,12,2,10,1,8,15,15
30,1,15,1,0,0,9,25,0
40,1,24,2,100,1,10,0,0
40,1,26,2,10,1,6,25,25
30,2,7,2,15,0,9,20,15
50,1,21,2,60,1,9,100,100
40,1,33,2,80,0,10,90,90
40,1,10,1,0,0,10,40,30
30,3,10,1,30,1,6,10,0
30,1,7,1,50,1,3,70,80
50,2,42,1,30,0,1,20,0
50,2,30,1,20,1,9,40,40
40,1,5,1,20,1,10,50,0
60,1,34,2,50,1,9,100,50
40,1,24,2,0,1,9,0,0
40,1,25,2,20,1,9,30,20
30,2,13,1,0,0,7,20,15
30,2,11,1,0,1,8,35,15
30,2,15,2,10,1,6,5,5
50,2,23,2,25,1,7,20,30
30,3,8,1,30,1,9,7,30
40,1,10,1,31,1,6,11,16
30,2,20,1,0,1,1,0,0
30,3,7,2,20,1,9,15,20
30,1,14,1,20,1,7,10,5
60,1,48,2,0,0,2,20,40
40,2,10,1,5,1,2,20,40
40,1,25,2,15,1,7,35,7
30,2,8,-2,0,0,4,50,20
30,1,17,2,30,0,9,5,40
30,2,11,1,0,0,9,25,25
40,1,17,1,0,1,7,25,30
40,1,20,1,15,0,8,30,30
30,1,14,2,30,0,8,25,5
30,1,13,1,10,1,3,35,0
50,2,39,1,90,1,6,60,40
30,3,12,1,10,1,1,5,5
40,1,32,2,10,1,8,10,30
60,2,45,2,20,1,7,10,10
40,1,18,-2,50,1,7,100,80
50,2,27,2,70,1,10,10,0
30,1,15,1,0,0,8,20,40
50,1,32,2,20,1,10,80,0
30,2,12,2,0,0,6,20,50
40,1,26,-2,0,0,5,20,25
40,2,25,-1,4,1,4,20,20
40,1,19,2,50,0,8,10,10
50,2,55,2,5,0,10,10,10
40,1,20,1,0,1,4,0,0
50,1,12,2,0,1,3,30,0
30,1,20,1,10,0,9,20,20
30,2,23,2,20,1,10,30,10
40,1,18,1,40,1,7,30,10
40,1,24,-1,0,0,6,0,0
60,2,45,1,30,1,9,40,30
40,1,25,1,100,1,7,90,100
30,2,15,2,20,1,6,20,10
40,1,29,1,0,1,3,20,40
40,1,20,0,0,1,3,0,0
40,3,22,1,0,1,6,20,25
30,1,14,2,0,1,9,100,0
30,1,8,0,60,1,8,80,50
30,2,20,2,10,1,9,10,5
30,1,12,1,50,1,5,0,0
30,2,6,2,0,0,8,0,0
30,1,13,-2,10,0,8,20,25
30,3,10,2,10,1,7,20,15
65,1,45,2,0,1,10,0,0
40,1,14,1,0,1,10,10,0
40,1,24,0,40,0,8,60,80
65,1,39,1,0,1,7,70,0
30,3,16,1,0,0,10,0,0
65,2,55,2,2,1,9,5,65
40,1,16,2,50,0,6,35,30
40,1,20,1,0,1,10,0,0
30,1,14,1,50,0,5,10,20
30,1,6,1,10,0,7,60,20
40,1,20,2,50,0,7,25,0
30,1,10,2,35,1,10,15,35
40,1,24,2,10,1,10,10,20
40,2,29,1,20,0,6,20,20
30,3,6,1,0,0,7,0,0
40,1,25,1,20,1,7,10,20
40,1,28,1,20,1,4,20,10
30,2,14,1,0,0,8,0,50
50,2,28,-2,0,1,10,60,90
40,1,2,2,43,0,7,5,15
50,2,40,2,30,0,8,20,0
40,2,23,1,0,1,2,0,0
40,1,19,2,0,0,9,50,0
40,3,21,2,20,0,8,10,20
50,2,40,1,75,1,1,60,70
40,1,28,2,20,1,9,20,15
30,1,10,2,40,0,7,20,0
40,1,29,2,32,1,10,15,25
40,1,12,1,30,0,3,20,30
60,1,36,2,0,0,1,45,10
30,2,3,-1,0,1,6,0,0
40,2,20,1,15,1,8,25,20
40,1,20,1,20,1,6,20,30
30,1,17,2,0,0,7,0,20
40,2,18,2,9,1,6,10,20
50,2,30,-1,0,1,7,0,0
30,1,13,-1,15,0,4,15,10
40,1,25,1,10,1,3,40,20
30,1,12,2,100,1,10,80,80
40,2,18,2,80,0,8,90,80
40,1,18,2,100,1,9,100,100
60,2,20,1,0,1,6,0,0
40,1,30,2,0,1,10,40,0
50,2,24,1,70,1,8,80,80
50,1,37,2,10,0,7,30,20
40,2,12,2,20,1,8,20,5
30,1,8,2,0,0,8,35,0
50,2,27,2,0,1,6,0,0
50,2,32,1,0,1,6,20,50
40,3,5,1,0,1,8,0,0
30,2,14,2,0,1,4,0,0
30,2,20,2,20,0,8,20,20
40,1,16,1,0,1,6,0,0
30,2,14,1,0,1,8,0,0
40,3,29,2,33,0,5,34,33
40,3,28,2,28,1,6,28,0
30,2,12,2,10,1,7,10,15
30,1,12,1,10,1,10,10,20
30,2,14,2,5,1,5,35,10
50,3,38,2,10,0,9,0,30
40,3,13,2,15,0,7,20,15
50,2,24,2,50,1,6,0,0
50,1,25,1,0,0,10,50,20
40,2,12,1,0,1,6,40,30
40,1,24,1,100,1,8,100,100
40,2,25,2,30,1,6,10,5
30,2,17,1,0,0,7,0,0
30,1,13,2,0,0,9,20,0
30,1,6,2,0,0,8,30,10
40,2,17,2,15,1,7,10,25
30,3,10,2,30,1,8,20,30
30,2,15,2,0,1,8,0,0
30,3,9,1,0,1,7,0,0
30,1,9,2,0,1,10,0,0
50,1,23,-1,0,0,4,0,0
40,2,29,-2,20,0,7,40,30
20,1,7,-1,0,1,7,0,0
40,2,25,2,40,1,9,0,10
50,2,40,2,10,1,2,30,30
40,1,26,2,0,1,6,30,0
30,2,15,2,50,0,8,50,0
50,1,28,2,10,1,10,10,30
60,1,30,2,20,0,8,20,0
40,1,16,1,80,0,6,40,90
30,1,15,1,70,0,7,80,70
60,2,33,2,0,1,8,10,0
60,2,43,-2,20,1,8,10,50
30,2,12,1,0,0,6,100,10
30,2,15,2,30,0,8,15,20
30,1,13,2,0,0,7,0,0
40,2,23,1,1,0,10,25,25
40,2,10,2,10,0,4,10,60
40,2,12,2,0,1,6,0,0
40,2,24,2,10,0,9,20,15
40,2,23,2,15,1,8,20,10
30,1,13,2,0,1,8,0,0
30,3,18,2,25,0,6,25,10
30,1,17,-1,5,0,1,30,10
30,2,13,2,25,0,8,13,15
40,1,22,1,50,1,6,35,60
30,2,16,2,5,1,10,20,20
40,2,25,1,25,0,6,15,25
40,1,30,1,10,0,7,20,10
40,2,25,2,10,1,6,0,20
30,1,13,0,10,0,6,20,10
50,1,30,1,30,1,8,20,10
30,3,12,1,23,1,3,10,30
40,1,9,2,25,1,4,25,0
30,1,4,2,0,0,7,0,0
50,2,30,1,10,0,9,20,0
50,1,30,-1,0,1,7,20,0
30,3,12,2,0,0,7,0,0
30,1,16,1,10,1,9,20,20
40,1,25,2,25,1,9,15,25
30,1,7,1,0,1,2,0,0
30,1,15,2,30,1,9,20,10
30,2,16,2,25,1,7,25,25
30,1,9,2,80,1,7,100,0
30,1,8,0,80,1,6,80,90
40,1,16,2,10,0,9,20,20
30,2,6,1,20,1,2,0,40
40,1,7,2,80,1,9,50,100
40,1,20,-2,100,0,0,50,100
40,1,17,2,0,1,8,0,0
30,1,14,2,70,1,8,100,100
60,1,43,1,10,0,9,30,10
40,3,36,1,80,1,7,10,0
30,1,10,2,0,1,5,0,0
50,1,27,2,0,1,10,20,20
40,3,25,1,20,1,6,40,0
30,1,10,1,0,0,7,0,0
30,1,10,-1,10,1,6,30,10
40,1,21,1,20,0,9,20,15
50,2,30,2,0,0,8,10,20
40,2,25,1,20,1,8,20,20
30,1,6,2,10,1,5,100,0
40,3,24,2,20,0,8,20,20
40,2,17,1,0,1,8,0,0
30,1,12,2,20,1,2,40,0
40,1,15,1,10,1,9,90,50
20,1,6,0,0,1,8,0,0
30,2,15,2,10,1,8,10,20
30,1,15,1,0,1,8,0,0
20,2,9,-1,0,0,8,40,0
30,3,2,1,8,0,6,10,10
50,2,42,2,25,1,8,25,15
40,1,26,2,60,1,10,20,0
30,1,18,2,0,0,5,100,0
30,2,13,2,0,0,8,30,20
40,1,12,0,10,1,8,0,30
30,1,14,0,0,1,6,0,0
20,1,11,1,0,1,2,10,30
50,1,25,-2,0,1,4,9,9
50,1,27,2,0,1,9,15,0
40,1,9,1,0,0,8,30,20
30,2,13,2,0,0,8,0,0
20,1,4,1,0,0,6,0,0
40,1,12,0,0,1,10,0,0
40,1,20,1,0,1,8,0,0
40,2,15,-2,10,0,9,10,10
40,2,21,1,40,0,3,10,20
30,1,16,2,0,1,7,0,0
30,1,16,2,0,0,9,100,0
30,3,12,1,0,0,3,20,40
30,1,25,1,0,0,6,20,0
30,2,14,2,10,1,7,20,30
50,3,38,2,30,0,7,10,40
40,1,5,-2,0,1,7,9,0
30,3,10,1,50,1,5,30,70
50,1,27,1,15,1,7,16,10
20,3,6,0,50,1,8,90,60
30,1,13,1,10,1,8,10,20
40,2,15,-1,0,0,6,0,0
50,1,30,2,0,1,10,20,10
40,1,9,-2,20,0,7,10,20
60,3,35,1,10,1,0,0,10
30,3,16,0,1,1,5,30,30
30,1,15,1,50,1,8,50,50
40,2,30,2,15,0,8,0,40
30,2,10,0,10,1,8,20,20
30,2,17,1,20,0,7,20,40
40,1,13,2,0,0,7,0,0
40,2,22,2,20,0,6,20,0
30,1,10,-1,0,1,3,70,70
40,2,15,2,50,1,10,10,10
30,3,14,1,70,1,7,0,0
30,1,15,1,0,1,5,20,0
40,2,25,1,10,0,2,15,30
40,1,25,0,2,1,3,50,5
30,3,18,2,0,1,8,0,0
50,2,29,2,50,0,7,50,60
60,1,15,1,0,0,9,10,0
50,1,36,1,5,1,8,50,15
40,3,15,1,0,0,8,0,30
30,3,18,2,0,0,8,33,34
30,2,5,1,10,0,5,10,10
40,3,30,2,5,0,9,10,20
30,2,14,1,80,0,7,100,100
40,3,26,2,30,0,9,0,0
30,2,3,0,90,1,8,100,100
40,2,14,0,0,0,6,0,0
40,1,7,1,75,1,8,0,80
50,2,26,1,5,1,3,25,20
30,3,16,2,0,0,8,0,0
50,2,25,2,50,1,9,50,0
30,2,9,1,0,1,7,20,0
30,2,7,1,10,1,9,30,30
30,3,14,2,10,1,4,30,10
30,3,12,1,15,0,10,0,25
50,2,40,2,30,1,9,15,10
30,2,21,2,34,1,8,0,33
60,1,25,1,25,1,6,25,0
30,2,20,1,0,0,7,10,20
40,1,20,1,10,1,8,10,20
30,1,10,-1,0,1,5,100,0
20,2,1,2,50,1,5,50,50
18,3,3,-1,20,0,4,20,10
30,1,15,1,0,1,7,20,35
30,2,22,2,30,1,8,20,10
50,1,4,2,0,1,9,0,0
40,2,28,1,15,1,8,20,30
40,1,26,2,0,0,7,0,0
30,2,3,-2,0,0,3,0,0
40,2,20,0,7,0,7,8,10
30,2,16,1,19,0,3,8,7
40,1,30,1,0,0,10,5,5
30,3,14,2,0,0,8,0,0
30,2,11,1,0,0,6,0,0
60,1,30,2,0,0,8,0,0
30,3,24,0,50,1,8,0,25
30,2,7,-2,25,0,6,25,0
40,1,26,1,0,0,7,30,20
60,2,40,2,70,0,9,70,80
40,2,22,1,0,0,5,0,0
20,1,17,0,0,1,2,0,0
40,1,20,1,0,1,8,20,10
30,2,10,2,15,0,7,25,30
30,3,11,2,0,1,8,0,10
40,3,11,1,0,0,7,0,0
50,2,15,2,0,1,9,20,50
40,3,20,1,80,1,8,70,70
40,1,27,1,0,1,9,0,0
20,1,12,2,7.5,1,7,10,8
40,1,16,2,5,0,6,30,5
30,3,8,1,100,1,7,90,80
30,3,8,1,50,1,2,50,50
40,1,19,1,0,1,7,40,0
40,3,20,2,100,0,7,0,0
30,2,20,1,10,0,8,30,30
60,3,30,2,0,0,7,30,30
50,2,30,2,10,1,8,20,10
40,2,27,-1,65,1,7,70,50
50,2,40,1,0,1,7,0,0
60,2,40,2,10,0,8,10,5
40,1,25,2,20,1,5,10,0
20,3,3,1,0,1,7,0,0
40,1,14,1,10,0,8,15,20
40,2,21,2,0,0,9,30,20
30,2,14,-1,5,1,9,50,10
60,3,28,2,0,0,7,20,50
20,2,10,-2,0,0,8,0,0
30,2,12,2,80,1,7,50,10
30,1,17,2,10,1,7,0,40
40,2,20,2,10,1,7,25,5
30,2,16,0,5,0,8,5,10
65,3,49,1,20,0,4,25,0
30,1,14,2,10,1,7,10,15
40,2,22,1,30,0,8,80,50
50,1,37,1,0,1,10,0,0
40,2,25,1,30,1,8,25,10
40,3,25,1,0,0,9,17,33
50,2,40,2,10,0,8,10,20
30,1,14,1,0,0,5,90,0
40,2,20,1,30,1,4,20,40
20,2,7,1,0,1,6,0,0
30,3,7,1,0,1,8,50,25
40,1,9,2,20,1,7,5,5
30,3,14,2,30,1,10,10,30
50,3,25,2,5,1,9,30,35
30,3,13,1,0,0,4,30,25
30,1,22,1,35,1,9,20,10
30,1,8,1,0,1,8,0,0
20,2,9,0,0,1,7,10,20
30,2,15,1,10,1,10,20,0
40,2,17,2,100,0,3,20,90
30,1,16,2,30,1,8,10,40
50,1,35,-2,0,0,3,100,40
30,3,11,2,5,0,6,24,10
40,2,16,2,0,0,8,0,50
40,2,27,2,0,0,7,30,30
40,2,20,1,10,0,6,20,10
30,2,7,2,10,0,7,15,10
40,1,9,1,20,1,9,20,0
30,2,12,2,0,0,7,5,15
50,3,31,1,10,0,9,60,5
30,3,8,0,0,1,8,30,0
40,1,15,1,10,1,8,15,20
50,1,35,2,0,0,7,0,0
40,2,21,1,10,0,6,25,5
40,2,32,2,55,0,6,25,0
30,3,15,1,0,1,8,0,0
30,2,23,0,7,1,8,6,9
50,2,35,0,0,1,7,20,20
30,1,14,1,20,1,6,10,0
40,3,27,2,30,1,8,20,10
50,2,22,2,20,1,10,30,30
40,1,24,1,20,0,3,20,30
30,2,11,2,100,0,9,90,100
60,2,50,1,20,1,10,20,20
30,2,10,1,0,0,7,50,0
30,3,5,-2,0,0,6,0,0
40,2,27,1,70,0,8,0,0
40,1,10,1,80,1,7,80,60
30,2,14,1,0,1,8,0,0
50,3,24,2,10,1,9,20,10
40,2,16,1,20,0,3,30,10
30,2,11,2,10,1,8,20,30
40,1,14,0,0,1,6,0,0
60,2,39,2,0,1,8,0,0
30,2,15,2,10,1,8,35,35
30,1,24,-2,5,0,8,50,5
50,2,30,1,1,0,8,0,0
30,2,15,2,20,1,8,20,20
50,2,30,2,30,1,6,20,0
40,1,25,1,0,0,5,0,30
30,3,8,1,90,0,8,60,60
40,2,22,1,0,1,8,20,0
30,2,12,1,100,1,10,100,10
30,2,12,2,0,1,9,0,0
30,2,14,2,0,0,5,0,50
65,3,38,2,0,0,10,0,50
40,1,33,2,25,1,8,15,15
40,1,25,2,60,1,7,0,0
30,3,13,2,20,1,8,20,20
30,2,12,1,8,1,9,10,8
30,2,12,2,60,1,7,100,100
30,1,12,1,30,1,8,20,20
30,1,19,2,0,0,6,30,0
30,2,12,2,0,0,8,35,0
50,2,25,1,60,1,6,70,80
60,2,40,1,10,0,7,20,20
40,2,15,1,20,0,7,20,25
50,2,40,2,40,0,7,40,0
50,2,40,1,10,0,10,35,15
30,2,23,1,0,0,10,0,30
30,2,16,1,30,1,9,15,15
30,2,5,2,10,1,6,10,20
40,1,15,1,50,1,7,80,90
40,2,10,1,0,1,6,30,0
50,3,33,2,10,0,6,20,35
30,2,12,2,10,0,7,30,10
40,2,14,1,50,0,9,20,10
40,1,20,1,20,1,2,10,20
40,1,23,2,10,1,10,20,30
40,2,17,1,0,0,8,0,0
20,3,6,2,20,1,8,5,10
50,2,42,2,20,1,8,15,20
40,3,15,1,0,1,8,10,40
40,1,20,-1,10,0,5,40,10
60,1,47,1,30,0,9,30,0
30,1,17,2,50,1,2,20,10
30,3,13,2,10,1,8,10,20
30,2,15,2,40,0,7,10,40
50,1,25,2,30,1,8,20,10
30,1,18,2,0,0,7,40,10
30,1,13,2,50,0,5,40,0
30,1,13,2,10,0,8,10,20
40,2,20,1,30,1,4,20,30
30,2,13,1,0,0,3,0,0
30,2,14,2,10,1,8,3,30
